,playlist_genre,playlist_subgenre,playlist_id,playlist_name,playlist_owner,playlist_description,playlist_numtracks
37i9dQZF1EIcFEC1dHKL0t,rock,album rock,37i9dQZF1EIcFEC1dHKL0t,Album Rock Mix,spotify,Album Rock music picked just for you,50
37i9dQZF1EIfSHXTOvJRCs,rock,album rock,37i9dQZF1EIfSHXTOvJRCs,70s Album Rock Mix,spotify,70s Album Rock music picked just for you,50
37i9dQZF1EIdnXHa2CKBWC,rock,album rock,37i9dQZF1EIdnXHa2CKBWC,80s Album Rock Mix,spotify,80s Album Rock music picked just for you,50
68dzGsqOp0KQwyLYLLj7FI,rock,album rock,68dzGsqOp0KQwyLYLLj7FI,Boomerang full album collection,user,Rock 90,92
470VffG8DYOIbxebsZhRe5,rock,album rock,470VffG8DYOIbxebsZhRe5,🎹🎸Album Rock,user,"AC&#x2F;DC, Pink Floyd, Led Zeppelin, The Rolling Stones, Aerosmith, David Bowie, Iron Maiden, Eagles, The Doors, KISS, Fleetwood Mac, Black Sabbath, Bob Dylan, Jimi Hendrix, The Police, Boston, Meat Loaf, Neil Young, Loggins &amp; Messina, Night Ranger, Foreigner, Various Artists, The Kinks, Blood, Sweat &amp; Tears, REO Speedwagon, Billy Joel, Mercyful Fate, Free, L.A. Guns, Pretenders, Camel, Billy Idol, Van Halen",126
6hrO81hBpwaBd5seXdbtaS,rock,album rock,6hrO81hBpwaBd5seXdbtaS,Stand up Comedy - Hundreds of full albums,user,"[Last updated 4&#x2F;19&#x2F;2021] Features:Lee Valentin, Anthony Jeselnik,Bill Burr,Brad Williams,Brian Regan,Chris Rock,Dan Cummins,Demetri Martin,DJ Demers,George Carlin, and many more!",7873
0wtKKvf7FC2YhtOtWfYktd,rock,album rock,0wtKKvf7FC2YhtOtWfYktd,70's Album Rock,user,,632
7yLNgIPQaLvXR766Gv256O,rock,album rock,7yLNgIPQaLvXR766Gv256O,Alexander Stewart if you only knew Album,user,Alexander Stewart if you only knew Album Alexander Stewart if you only knew AlbumStrayKids ROCKSTAR (樂-STAR)Victony Everything ft Post Malone &amp; Swae Lee Davido Unavailable Remix,54
77852uY8bIbgHi2mRAzgCZ,rock,album rock,77852uY8bIbgHi2mRAzgCZ,Top 100 Classic Rock Albums,user,,1089
1mmR8n53e0j23dqilZPgku,rock,album rock,1mmR8n53e0j23dqilZPgku,Sade: The Complete Studio Albums,user,"All six of SADE's acclaimed albums: Diamond Life (1984), Promise (1985), Stronger Than Pride (1988), Love Deluxe (1992), Lovers Rock (2000), and Soldier Of Love (2010).",60
3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,3yj9YnQGTdnFuKbDyXGDi6,The Sound of Album Rock,user,"See also <a href=""spotify:playlist:61Mvyk23k5N2unPbPjqhKv"">Intro</a>, <a href=""spotify:playlist:1kfSOY1BLzQzhiKtvbp5TP"">Pulse</a>, <a href=""spotify:playlist:1SevIVvxunwuYZXXPW03lS"">Edge</a>, <a href=""spotify:playlist:5tDyQmk4NRFjf32roQFBiu"">♀Filter</a> or <a href=""spotify:playlist:2EX3LnuKjG7d0TNQDXLcJc"">2023</a>; or the Sounds of <a href=""spotify:playlist:6NbtuNCQqvy9FXg1eYNqjJ"">Classic Rock</a>, <a href=""spotify:playlist:7dowgSWOmvdpwNkGFMUs6e"">Rock</a>, <a href=""spotify:playlist:73X32zjxrkOSaroGsaCJKx"">Heartland Rock</a>, <a href=""spotify:playlist:0yw5Q26eYIvaBediIFrYwN"">Hard Rock</a>, <a href=""spotify:playlist:49vErWAk7BLsLccmRxngH3"">Mellow Gold</a>, <a href=""spotify:playlist:7ABVommvnBuEMEwF5tTxkW"">Soft Rock</a>, <a href=""spotify:playlist:4T1ZiJC9fdryPOa47Pf3vl"">Southern Rock</a>, <a href=""spotify:playlist:7yC6AO4CRgiFDjhYUkPUzX"">Glam Metal</a>, <a href=""spotify:playlist:6gD9fCYGxsT9A8t3BHDVuj"">Singer-Songwriter</a> or <a href=""spotify:playlist:2yykv7TMUr4jPHPAE8Q3vW"">Country Rock</a>; or much more at <a href=""http://everynoise.com"">everynoise.com</a>.",407
37i9dQZF1EIcoh2ZcB7foh,rock,album rock,37i9dQZF1EIcoh2ZcB7foh,Alternative Americana Mix,spotify,Alternative Americana music picked just for you,50
5fFZYZkcXLoYB5EFkdvoy3,rock,album rock,5fFZYZkcXLoYB5EFkdvoy3,taylor swift rock album,user,her rock songs &amp; songs that give rock vibes,35
37i9dQZF1EIgrZKcLlIWID,rock,album rock,37i9dQZF1EIgrZKcLlIWID,Albanian Pop Mix,spotify,Albanian Pop music picked just for you,50
51yasXwLyGbAG0hwUEYPfZ,rock,album rock,51yasXwLyGbAG0hwUEYPfZ,DOLLY PARTON💚ROCKSTAR BEST OF,user,Tap the 💚 be the FIRST ONE to hear the UPCOMING ALBUM in 2023. This is DOLLY PARTON mix of radio hits IN THE MEANTIME,40
37i9dQZF1EIhMjUiL6xWZI,rock,album rock,37i9dQZF1EIhMjUiL6xWZI,Albuquerque Indie Mix,spotify,Albuquerque Indie music picked just for you,50
3xRQIkguE1pl4MEfEuacBy,rock,album rock,3xRQIkguE1pl4MEfEuacBy,Rocky Original Soundtrack,user,"Most of Rocky V songs had to be handpicked from different albums as I couldn&#x27;t find the proper soundtrack on Spotify. That said, not all songs from that album could be found.",49
37i9dQZF1EIerahBnr1EJM,rock,album rock,37i9dQZF1EIerahBnr1EJM,Acousmatic Mix,spotify,Acousmatic music picked just for you,50
1sPtOMjqdWQjy353lOvFtO,rock,album rock,1sPtOMjqdWQjy353lOvFtO,Monsters of Rock (album 1998),user,Monsters of Rock is a heavy metal&#x2F;hard rock compilation album released by Razor &amp; Tie.,16
37i9dQZF1EIfDxxGtbbGI1,rock,album rock,37i9dQZF1EIfDxxGtbbGI1,Heavy Alternative Metal Mix,spotify,Heavy Alternative Metal music picked just for you,50
37i9dQZF1EIcKJe9L9qyR9,rock,album rock,37i9dQZF1EIcKJe9L9qyR9,African Percussion Mix,spotify,African Percussion music picked just for you,50
7uQEgYSSR4WlcceC7nZ8oW,rock,album rock,7uQEgYSSR4WlcceC7nZ8oW,rocky album,user,,13
6TeyryiZ2UEf3CbLXyztFA,rock,clasic rock,6TeyryiZ2UEf3CbLXyztFA,Classic Rock Greatest Hits,user,Simply the most comprehensive classic rock playlist on Spotify,3100
5K8hQBpA1S218rmZwystmX,rock,clasic rock,5K8hQBpA1S218rmZwystmX,CLASIC ROCK,user,,325
5BygwTQ3OrbiwVsQhXFHMz,rock,clasic rock,5BygwTQ3OrbiwVsQhXFHMz,Classic Rock,user,Classic rock hits from across the decades featuring legendary guitar anthems.,202
37i9dQZF1DXdOEFt9ZX0dh,rock,clasic rock,37i9dQZF1DXdOEFt9ZX0dh,Classic Rock Drive,spotify,Classic rock to get your motor running. Cover: AC/DC,150
37i9dQZF1EIcVkEtbzdTRx,rock,clasic rock,37i9dQZF1EIcVkEtbzdTRx,Classic Rock Mix,spotify,Classic Rock music picked just for you,50
6osXqujPlKxzDPgwfjWRSy,rock,clasic rock,6osXqujPlKxzDPgwfjWRSy,Clasic Rock Workout Music,user,,29
3DYUw0nHB9o8tLZKQup4zp,rock,clasic rock,3DYUw0nHB9o8tLZKQup4zp,Classic Rock #1 Hits,user,,100
37i9dQZF1DWYNSm3Z3MxiM,rock,clasic rock,37i9dQZF1DWYNSm3Z3MxiM,Classic Rock Workout,spotify,"Anthems only. For an extra rep, an extra set or an extra mile.",120
0ChFRhsq8dUnypQvvWJ7at,rock,clasic rock,0ChFRhsq8dUnypQvvWJ7at,Clasic rock gym,user,,53
6b2dBnxolvwV2L1L4thWRm,rock,clasic rock,6b2dBnxolvwV2L1L4thWRm,Classic Rock Songs 60s 70s 80s 90s,user,"Classic Rock songs &amp; some new ones &#x2F; clássicos del rock &#x2F; canciones de los 60s 70s 80s 90s &#x2F; clássicos do rock &#x2F; músicas dos anos 60, 70, 80 e 90",207
37i9dQZF1DWTwG3oGOElQX,rock,clasic rock,37i9dQZF1DWTwG3oGOElQX,Classic Rock Hang Outs,spotify,Classic Rock for that classic day with friends.,45
37i9dQZF1DZ06evO1AWlKV,rock,clasic rock,37i9dQZF1DZ06evO1AWlKV,This Is Rick Clarke,spotify,"This is Rick Clarke. The essential tracks, all in one playlist.",17
5KOrpXtBckBhwGAvIfCYAr,rock,clasic rock,5KOrpXtBckBhwGAvIfCYAr,Clasic Rock Greatest Hits,user,,306
37i9dQZF1DWZNFWEuVbQpD,rock,clasic rock,37i9dQZF1DWZNFWEuVbQpD,Rock: i Classici,spotify,It’s Only Rock 'n' Roll (But We Like It)! 🔥 Cover: The Beatles,100
3Ho3iO0iJykgEQNbjB2sic,rock,clasic rock,3Ho3iO0iJykgEQNbjB2sic,"Classic Rock 70s 80s 90s, Rock Classics - Rock en ingles 70, 80, 90, 70s Rock, 80s Rock, 90s Rock",user,ACDC - ROCK INTERNACIONAL - Clasicos del rock en Ingles - MÚSICA DE LOS 80 y 90 - Rock Clasicos - Clasicos en ingles - Heavy Metal Classics - Led Zeppelin - Guns N Roses - Iconos del Rock - Legends of Rock - Rock 2000s - Hard Rock - Head Band Rock - Headbands - Rock Gods - Rock Star,748
3wl4RIllmuWUqzJHmrk2IN,rock,clasic rock,3wl4RIllmuWUqzJHmrk2IN,CLASIC ROCK...UNIVERSAL STEREO,user,,176
3z0LIyVqrD6OsKLi99vL8e,rock,clasic rock,3z0LIyVqrD6OsKLi99vL8e,60's & 70's Classic Rock,user,,271
37i9dQZF1DX1BGjOuHbaDS,rock,clasic rock,37i9dQZF1DX1BGjOuHbaDS,Isoimmat rock-klassikot,spotify,Tältä listalta löydät jykevimmät rock-klassikot. Kannessa Kiss.,70
6lmjqeFtzaqd8saAxlvHnA,rock,clasic rock,6lmjqeFtzaqd8saAxlvHnA,CLASSIC ROCK,user,minus the Ginger hipster,794
37i9dQZF1EIeFHeF9fcSSD,rock,clasic rock,37i9dQZF1EIeFHeF9fcSSD,Classic Rock and Roll Mix,spotify,Classic Rock and Roll music picked just for you,50
5vh8F0cXAKntNIac3Htt5v,rock,clasic rock,5vh8F0cXAKntNIac3Htt5v,70 Clasic Rock,user,,165
0e3e6Bc8QkSS88CHIMiMqs,rock,clasic rock,0e3e6Bc8QkSS88CHIMiMqs,Classic Rock Hits,user,,41
37i9dQZF1EIg3mXLeXNFL1,rock,heartland rock,37i9dQZF1EIg3mXLeXNFL1,Heartland Rock Mix,spotify,Heartland Rock music picked just for you,50
37i9dQZF1DX5iKSDtVcf7Q,rock,heartland rock,37i9dQZF1DX5iKSDtVcf7Q,Heartland Country,spotify,Music paying tribute to the Heartland of America.,100
45YkJH5CqGYADStiwMNIGM,rock,heartland rock,45YkJH5CqGYADStiwMNIGM,Heartland Rock Essentials,user,,99
37i9dQZF1DZ06evO2L4WeE,rock,heartland rock,37i9dQZF1DZ06evO2L4WeE,This Is Heartland Harmony,spotify,"This is Heartland Harmony. The essential tracks, all in one playlist.",24
5aUKjp9rbYOWQhBvCK79T8,rock,heartland rock,5aUKjp9rbYOWQhBvCK79T8,modern heartland rock,user,,93
5L1lITANmTuZ4B6puvaiea,rock,heartland rock,5L1lITANmTuZ4B6puvaiea,Heartland Rock,user,,219
37i9dQZF1DZ06evO3TDmfK,rock,heartland rock,37i9dQZF1DZ06evO3TDmfK,This Is Heartland,spotify,"This is Heartland. The essential tracks, all in one playlist.",50
73X32zjxrkOSaroGsaCJKx,rock,heartland rock,73X32zjxrkOSaroGsaCJKx,The Sound of Heartland Rock,user,"See also <a href=""spotify:playlist:16UlGTq8RvKzBCgJ0BdbCG"">Intro</a>, <a href=""spotify:playlist:1C5RznAMUo8ez45hO2jON5"">Pulse</a>, <a href=""spotify:playlist:27E9tRPlBHrgnxDNByfAvf"">Edge</a>, <a href=""spotify:playlist:0U0Ikouzl7zFI9WeC9fCuc"">♀Filter</a> or <a href=""spotify:playlist:7vs5ziLE4hojcAWKMfHJ9J"">2023</a>; or the Sounds of <a href=""spotify:playlist:49vErWAk7BLsLccmRxngH3"">Mellow Gold</a>, <a href=""spotify:playlist:3yj9YnQGTdnFuKbDyXGDi6"">Album Rock</a>, <a href=""spotify:playlist:6NbtuNCQqvy9FXg1eYNqjJ"">Classic Rock</a>, <a href=""spotify:playlist:7ABVommvnBuEMEwF5tTxkW"">Soft Rock</a>, <a href=""spotify:playlist:7dowgSWOmvdpwNkGFMUs6e"">Rock</a>, <a href=""spotify:playlist:4T1ZiJC9fdryPOa47Pf3vl"">Southern Rock</a>, <a href=""spotify:playlist:0TTsY3zQAYz6NppoHDR5MA"">Folk Rock</a>, <a href=""spotify:playlist:2yykv7TMUr4jPHPAE8Q3vW"">Country Rock</a>, <a href=""spotify:playlist:6gD9fCYGxsT9A8t3BHDVuj"">Singer-Songwriter</a> or <a href=""spotify:playlist:0yw5Q26eYIvaBediIFrYwN"">Hard Rock</a>; or much more at <a href=""http://everynoise.com"">everynoise.com</a>.",308
0b6HHmRX1IkFdXAd5sp9gQ,rock,heartland rock,0b6HHmRX1IkFdXAd5sp9gQ,Heartland Rock,user,,407
37i9dQZF1DZ06evO1YGSEF,rock,heartland rock,37i9dQZF1DZ06evO1YGSEF,This Is Hearthill,spotify,"This is Hearthill. The essential tracks, all in one playlist.",41
1hmZXIUvKiMRCkpGOkd3zn,rock,heartland rock,1hmZXIUvKiMRCkpGOkd3zn,80s Heartland Rock/Americana,user,,83
4eI7IkUrnvFAO2QikvCZmz,rock,heartland rock,4eI7IkUrnvFAO2QikvCZmz,Heartland Rock,user,,252
37i9dQZF1DZ06evO02PtVV,rock,heartland rock,37i9dQZF1DZ06evO02PtVV,This Is Heartlay,spotify,"This is Heartlay. The essential tracks, all in one playlist.",30
0u5Et2WoRlE2BzsIRM8hd2,rock,heartland rock,0u5Et2WoRlE2BzsIRM8hd2,70s&80s Heartland Rock,user,,157
2OEPpbG35Nytt68u9rgMqW,rock,heartland rock,2OEPpbG35Nytt68u9rgMqW,Heartland Rock,user,,46
37i9dQZF1DZ06evO4umufV,rock,heartland rock,37i9dQZF1DZ06evO4umufV,This Is Heartclub,spotify,"This is Heartclub. The essential tracks, all in one playlist.",50
3edEtwmQtuIwaGu9PqbeNg,rock,heartland rock,3edEtwmQtuIwaGu9PqbeNg,Heartland Rock,user,Its not all heartland rock....mostly music i like! ,546
5FJQuNpWfJzhfaEE4R0Fmp,rock,heartland rock,5FJQuNpWfJzhfaEE4R0Fmp,Heartland Rock/Americana/Roots Rock/Blues,user,,59
37i9dQZF1DZ06evO0EzA8p,rock,heartland rock,37i9dQZF1DZ06evO0EzA8p,This Is Helder Rock,spotify,"This is Helder Rock. The essential tracks, all in one playlist.",50
37i9dQZF1DZ06evO0RLnAl,rock,heartland rock,37i9dQZF1DZ06evO0RLnAl,This Is HEARTUNDERBLADE,spotify,"This is HEARTUNDERBLADE. The essential tracks, all in one playlist.",50
7x12TNefBQsmiHPsE757L4,rock,heartland rock,7x12TNefBQsmiHPsE757L4,AGRONEJO 2023 🐂 | AS BRUTA DO AGRO | ela pirou na dodge | eu não quero eu minto | dentro da hilux,user,as melhores do AGRO. dentro da hilux. dentro da railux. eu to sendo solteiro forcado. as q presta a gente nem se envolve os que não vale nada a gente apaixona e sofre. músicas do agro. hit do agro. ela pirou na da dodge ram. ana castela. bruta do agro. agroplay. luan pereira.,89
6dv6elU5fDxWNCEULARmMJ,rock,heartland rock,6dv6elU5fDxWNCEULARmMJ,Heartland Rock,user,,65
37i9dQZF1EIhEBxP5OR7mc,rock,heartland rock,37i9dQZF1EIhEBxP5OR7mc,UK Dance Mix,spotify,UK Dance music picked just for you,50
37i9dQZF1EIcJYxfDVpYOc,rock,hard rock,37i9dQZF1EIcJYxfDVpYOc,Heavy Rock Mix,spotify,Heavy Rock music picked just for you,50
37i9dQZF1DX1X7WV84927n,rock,hard rock,37i9dQZF1DX1X7WV84927n,Hard Rock,spotify,"For the Hard Rock and full-volume lovers, new and recent favorites. Cover: Corey Taylor",100
37i9dQZF1DX68H8ZujdnN7,rock,hard rock,37i9dQZF1DX68H8ZujdnN7,’80s Hard Rock,spotify,"Hair goals, spandex and epic guitar solos. We got you.",106
1GXRoQWlxTNQiMNkOe7RqA,rock,hard rock,1GXRoQWlxTNQiMNkOe7RqA,Hard Rock /Metal,user,"The ideal compilation of Hard Rock and Heavy Metal, with the best of the 70s, 80s, and some of the 90s.",319
5cwIrjOMWTiGCYB5Z9oQix,rock,hard rock,5cwIrjOMWTiGCYB5Z9oQix,Hard Rock Classics,user,,119
0Bosi20LaeNMbimMkpBwjU,rock,hard rock,0Bosi20LaeNMbimMkpBwjU,Hard Rock Training/Workout,user,,937
37i9dQZF1DZ06evO0VmFix,rock,hard rock,37i9dQZF1DZ06evO0VmFix,This Is Hardrock,spotify,"This is Hardrock. The essential tracks, all in one playlist.",50
4E4WDm4VundonPDvK66eFR,rock,hard rock,4E4WDm4VundonPDvK66eFR,90s and 2000s hard rock,user,,2646
37i9dQZF1EIgsBucdAI1u5,rock,hard rock,37i9dQZF1EIgsBucdAI1u5,Hard Rock Metal Mix,spotify,Hard Rock Metal music picked just for you,50
3FdIr1hxVex2kDVUztbY0k,rock,hard rock,3FdIr1hxVex2kDVUztbY0k,Hard Rock & Heavy Metal ,user,,125
37i9dQZF1EIfIN2CFPjO2u,rock,hard rock,37i9dQZF1EIfIN2CFPjO2u,Workout Hard Rock Mix,spotify,Workout Hard Rock music picked just for you,50
0ue8LUEREzXBZK7nB0zF2v,country,country rock,0ue8LUEREzXBZK7nB0zF2v,Hard Rockin' Country (the original playlist),user,a compilation of great upbeat country hits,361
65b7ixDoMqPdEGfh2LOqzf,rock,hard rock,65b7ixDoMqPdEGfh2LOqzf,HARD ROCK,user,,558
0X0PHj8xFZLB7p68uf6Oat,rock,hard rock,0X0PHj8xFZLB7p68uf6Oat,HARD ROCK GYM,user,"Get ready to unleash the power of roaring guitars and thundering drums with this adrenaline-pumping compilation. From classic anthems to modern headbangers, this playlist is a sonic journey through the heart and soul of hard rock.",150
6yHYy3laydvBAUdc9KK1J9,rock,hard rock,6yHYy3laydvBAUdc9KK1J9,Hard Rock Christmas -- Have A Metal Christmas!,user,"A classic, hard rock &#x2F; 80s style metal Christmas playlist--featuring--Twisted Sister, Halford, Dokken, Gary Hoey, Pastor Brad, Helix, Steve Vai, Joe Satriani, Transiberian Orchestra, Ronnie James Dio, Black Label Society &amp; many more awesome hard rock artists and bands!",158
1AX1hHGOmOR1gIu6hHTeid,rock,hard rock,1AX1hHGOmOR1gIu6hHTeid,HARD ROCK ACOUSTIC COVERS,user,,90
1yUUugwc8taQZbb6yL8u92,rock,hard rock,1yUUugwc8taQZbb6yL8u92,Hard Rock hits 1990s  / 2000s,user,,87
0rrFbHWdEKGHGEkZIRCItn,rock,hard rock,0rrFbHWdEKGHGEkZIRCItn,90s and 2000s hard rock/metal,user,,145
7z4h7akezZ6z1vYNtMWHXX,rock,hard rock,7z4h7akezZ6z1vYNtMWHXX,Hard Rock Workout (Clean),user,,314
37i9dQZF1EIgn86nF8nNIO,rock,hard rock,37i9dQZF1EIgn86nF8nNIO,Hardcore Rock Mix,spotify,Hardcore Rock music picked just for you,50
4fDUuSMxLu80JQivnVYzzn,rock,hard rock,4fDUuSMxLu80JQivnVYzzn,Hard Rock Strength Training,user,,144
7AbiBTDkRELA6GYVO89Bte,rock,hard rock,7AbiBTDkRELA6GYVO89Bte,Hard rock remixes,user,,119
37i9dQZF1EIgdPfgC9gpvS,rock,permanent wave,37i9dQZF1EIgdPfgC9gpvS,Permanent Wave Mix,spotify,Permanent Wave music picked just for you,50
4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,4EYSGTuqe9cVfSVpX4gtGv,The Sound of Permanent Wave,user,"See also <a href=""spotify:playlist:48oltlpye0LlNUhRvf68se"">Intro</a>, <a href=""spotify:playlist:5LpuIqqKGDaKAiXy2zX5AV"">Pulse</a>, <a href=""spotify:playlist:5UUa4IKVuIY9J1Q2pkkS93"">Edge</a>, <a href=""spotify:playlist:32coj4hPhHjDR62my478sz"">♀Filter</a> or <a href=""spotify:playlist:03tLF0edxya6502l5wMmwU"">2023</a>; or the Sounds of <a href=""spotify:playlist:7dowgSWOmvdpwNkGFMUs6e"">Rock</a>, <a href=""spotify:playlist:3dlw4x21qVajwZLPNHtS3u"">Alternative Rock</a>, <a href=""spotify:playlist:1ydxatu4wrujF0H2hGU8IR"">New Wave</a>, <a href=""spotify:playlist:1voR0tqN6ZFkQ9QABvbCkZ"">Pop Rock</a>, <a href=""spotify:playlist:6gD9fCYGxsT9A8t3BHDVuj"">Singer-Songwriter</a>, <a href=""spotify:playlist:4c8FDUUCm33WYC9xztAGYT"">New Romantic</a>, <a href=""spotify:playlist:6cZIwqYksHLjlRvhMMUizF"">New Wave Pop</a>, <a href=""spotify:playlist:7yNFFzl1njPs3ToiRrWU9w"">Lilith</a>, <a href=""spotify:playlist:0BdTgPWKVq5tZmPFAVSN2J"">Power Pop</a> or <a href=""spotify:playlist:3PgRe3aEtNXhWm9GOUgOdG"">Dance Rock</a>; or much more at <a href=""http://everynoise.com"">everynoise.com</a>.",221
6KXrDqmQ1dDsbDFvtlf8mF,rock,permanent wave,6KXrDqmQ1dDsbDFvtlf8mF,permanent wave,user,,222
3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,permanent wave,user,,149
6JnZmv7TV6SicNdwTQy7Sm,rock,permanent wave,6JnZmv7TV6SicNdwTQy7Sm,uncategorized‼,user,,180
3HsrgOGN5EZc3dyC7vKyzp,rock,permanent wave,3HsrgOGN5EZc3dyC7vKyzp,Permanent Wave,user,,212
37i9dQZF1EIh9wCiBFlsra,rock,permanent wave,37i9dQZF1EIh9wCiBFlsra,Anti-Folk Mix,spotify,Anti-Folk music picked just for you,50
2kydkRwPTW2Ay5qpfxWc4V,rock,permanent wave,2kydkRwPTW2Ay5qpfxWc4V,Permanent wave,user,,433
15ryaB1uisYlwYXSBe0ZNz,rock,permanent wave,15ryaB1uisYlwYXSBe0ZNz,permanent wave,user,,40
5gOdFT5kq3KVbQFW8lZ6I9,rock,permanent wave,5gOdFT5kq3KVbQFW8lZ6I9,permanent wave,user,dad&#x27;s mixtape,182
7I8a4ix8gMzZS6ynWqaqeD,rock,permanent wave,7I8a4ix8gMzZS6ynWqaqeD,PERMANENT WAVE,user,,452
210Bhc55OtKv8yp0OZO9kS,rock,permanent wave,210Bhc55OtKv8yp0OZO9kS,permanent wave,user,i am cooler than you thanks for noticing,101
4estsZcXEd6uDPyVUWxVRe,rock,permanent wave,4estsZcXEd6uDPyVUWxVRe,Permanent wave! 🧿🌀,user,Super-duper-never-boring!!!,150
6XCVG8kZtXWkZ25oFzVTOV,rock,permanent wave,6XCVG8kZtXWkZ25oFzVTOV,Permanent Wave Mix Remastered,user,,119
07nUcIEHFSSdVYVWoi822a,rock,permanent wave,07nUcIEHFSSdVYVWoi822a,permanent wave,user,,27
37i9dQZF1EIgwu6KjHkl1I,rock,permanent wave,37i9dQZF1EIgwu6KjHkl1I,New Wave Mix,spotify,New Wave music picked just for you,50
37i9dQZF1EIekhLI4Lf7kF,rock,permanent wave,37i9dQZF1EIekhLI4Lf7kF,Art Pop Mix,spotify,Art Pop music picked just for you,50
2M6MMoimGo0CbM8IpJSTKC,rock,permanent wave,2M6MMoimGo0CbM8IpJSTKC,permanent wave ,user,,134
37i9dQZF1EIfxPTdqeOWaT,rock,permanent wave,37i9dQZF1EIfxPTdqeOWaT,Chamber Pop Mix,spotify,Chamber Pop music picked just for you,50
0OrN9E5JvsrzEzG6qMpjyD,rock,permanent wave,0OrN9E5JvsrzEzG6qMpjyD,permanent wave alternative evening,user,,244
37i9dQZF1EIheFK5DLmiWd,rock,permanent wave,37i9dQZF1EIheFK5DLmiWd,Metropopolis Mix,spotify,Metropopolis music picked just for you,50
48zmGyGjx3RObq5aySokWM,rock,permanent wave,48zmGyGjx3RObq5aySokWM,'permanent wave',user,"full of genres describing the feeling of rebelliousness, energy, and raw power. With the simple help of drums, guitar, and bass + a mic, it can shape a whole era and inspire a generation. ",113
37i9dQZF1EQnqst5TRi17F,rap,rap,37i9dQZF1EQnqst5TRi17F,Hip Hop Mix,spotify,"<a href=spotify:playlist:37i9dQZF1EIYGDERd5KGDX>Lil Tecca</a>, <a href=spotify:playlist:37i9dQZF1EIZMGq5iNDWIK>Eminem</a>, <a href=spotify:playlist:37i9dQZF1EIVOlGHvpBwBH>Tyler, The Creator</a> and more",50
3RcRK9HGTAm9eLW1LepWKZ,hip hop,hip hop,3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,user,,233
36TUjtIQJm10YaBloHqfJC,hip hop,hip hop,36TUjtIQJm10YaBloHqfJC,[hip-hop],user,Keeping it lit all the way to the bank | submit@cuteplaylists.com,59
37i9dQZF1DX48TTZL62Yht,hip hop,hip hop,37i9dQZF1DX48TTZL62Yht,Hip-Hop Favourites,spotify,The tracks you just keep pulling up. Cover: Drake 🐕 ,100
5B46dEOFzUu8z3uPC9lBLt,hip hop,hip hop,5B46dEOFzUu8z3uPC9lBLt,Hip Hop Dance Playlist,user,,113
39JeQsP18AprqbQSMU7IFb,hip hop,hip hop,39JeQsP18AprqbQSMU7IFb,hip-hop,user,for inquiries pls email: hannah@craftplaylists.com &#x2F; this playlist is anything and everything hip-hop &#x2F; featuring J. Cole,34
37i9dQZF1DWY6tYEFs22tT,hip hop,hip hop,37i9dQZF1DWY6tYEFs22tT,Hip-Hop Central,spotify,"Today's Hip-Hop with Drake, 2 Chainz, Lil Wayne and Jack Harlow!",75
37i9dQZF1EIhIOnAU06Sx0,hip hop,hardcore hip hop,37i9dQZF1EIhIOnAU06Sx0,Hype Workout Hip Hop Mix,spotify,Hype Workout Hip Hop music picked just for you,50
37i9dQZF1DWT5MrZnPU1zD,hip hop,hip hop,37i9dQZF1DWT5MrZnPU1zD,Hip Hop Controller,spotify,Pass the sticks & press play. ,100
37i9dQZF1DX9XeSNHcmQdR,hip hop,hip hop,37i9dQZF1DX9XeSNHcmQdR,Hip-Hop du kender,spotify,Kæmpe tracks som aldrig dør!,100
5DZ93TH6ABgWYRgdBNJs8O,hip hop,hip hop,5DZ93TH6ABgWYRgdBNJs8O,HIP HOP 2023 🔥 New Rap & Trap Hits,user,best rap songs of 2023 top 100 hiphop viral trends today&#x27;s hottest hip-hop music pop rap mix melodic rap grime and uk drill,156
37i9dQZF1DWUFmyho2wkQU,hip hop,hip hop,37i9dQZF1DWUFmyho2wkQU,Hip-Hop Drive,spotify,Drive slow homie. cover: Big Tymers,150
5bAnvwMB2RGZLNMDeDmytL,hip hop,hip hop,5bAnvwMB2RGZLNMDeDmytL,The Best Christmas Hip-Hop Songs,user,"These songs reflect all ages of hip-hop’s development, from early ‘80s crews reduced by Reaganomics to fighting rats for candy canes, to West Coast gangstas partying with Santa, to crunk icons having fun underneath the mistletoe, to Tyler, The Creator’s festive offerings.",40
37i9dQZF1DX9s3cYAeKW5d,hip hop,hip hop,37i9dQZF1DX9s3cYAeKW5d,Hip-Hop Workout Mix,spotify,Tracks med god energi!,77
37i9dQZF1EIhcUEVUZ7k5V,hip hop,hip hop,37i9dQZF1EIhcUEVUZ7k5V,Dance Hip Hop Mix,spotify,Dance Hip Hop music picked just for you,50
37i9dQZF1DXbkfWVLd8wE3,hip hop,hip hop,37i9dQZF1DXbkfWVLd8wE3,Hip-Hop Classics Party,spotify,Classics like In Da Club,90
37i9dQZF1DX1qPYE0fcNDF,hip hop,hip hop,37i9dQZF1DX1qPYE0fcNDF,Hip Hop Holiday,spotify,Hip Hop and Happy Holidays! Cover: Gucci Mane,50
